id,byline_date,byline_place,lat,lon
dt687,1928-10-08,"New Haven, Connecticut",41.3082138,-72.9250518
dt688,1928-10-09,"New Haven, Connecticut",41.3082138,-72.9250518
dt689,1928-10-10,"New Haven, Connecticut",41.3082138,-72.9250518
dt690,1928-10-11,"New Haven, Connecticut",41.3082138,-72.9250518
dt691,1928-10-12,"New Haven, Connecticut",41.3082138,-72.9250518
dt692,1928-10-15,"New York, New York",40.7127281,-74.0060152
dt693,1928-10-16,"New York, New York",40.7127281,-74.0060152
dt694,1928-10-17,"New York, New York",40.7127281,-74.0060152
dt695,1928-10-18,"New York, New York",40.7127281,-74.0060152
dt696,1928-10-19,"New York, New York",40.7127281,-74.0060152
dt697,1928-10-21,"New York, New York",40.7127281,-74.0060152
dt698,1928-10-22,"New York, New York",40.7127281,-74.0060152
dt699,1928-10-23,"New York, New York",40.7127281,-74.0060152
dt700,1928-10-24,"New York, New York",40.7127281,-74.0060152
dt701,1928-10-25,"New York, New York",40.7127281,-74.0060152
dt702,1928-10-26,"New York, New York",40.7127281,-74.0060152
dt703,1928-10-28,"New York, New York",40.7127281,-74.0060152
dt704,1928-10-29,"New York, New York",40.7127281,-74.0060152
dt705,1928-10-30,"New York, New York",40.7127281,-74.0060152
dt706,1928-10-31,"New York, New York",40.7127281,-74.0060152
dt707,1928-11-01,"New York, New York",40.7127281,-74.0060152
dt708,1928-11-02,"New York, New York",40.7127281,-74.0060152
dt709,1928-11-04,"New York, New York",40.7127281,-74.0060152
dt710,1928-11-05,"New York, New York",40.7127281,-74.0060152
dt711,1928-11-06,"New York, New York",40.7127281,-74.0060152
dt712,1928-11-07,"New York, New York",40.7127281,-74.0060152
dt713,1928-11-08,"New York, New York",40.7127281,-74.0060152
dt714,1928-11-09,"New York, New York",40.7127281,-74.0060152
dt715,1928-11-11,"New York, New York",40.7127281,-74.0060152
dt716,1928-11-12,"New York, New York",40.7127281,-74.0060152
dt717,1928-11-13,"New York, New York",40.7127281,-74.0060152
dt718,1928-11-14,"New York, New York",40.7127281,-74.0060152
dt719,1928-11-15,"New York, New York",40.7127281,-74.0060152
dt720,1928-11-16,"New York, New York",40.7127281,-74.0060152
dt721,1928-11-18,"New York, New York",40.7127281,-74.0060152
dt722,1928-11-19,"New York, New York",40.7127281,-74.0060152
dt723,1928-11-20,"New York, New York",40.7127281,-74.0060152
dt724,1928-11-21,"New York, New York",40.7127281,-74.0060152
dt725,1928-11-22,"New York, New York",40.7127281,-74.0060152
dt726,1928-11-23,"New York, New York",40.7127281,-74.0060152
dt727,1928-11-25,"New York, New York",40.7127281,-74.0060152
dt728,1928-11-26,"New York, New York",40.7127281,-74.0060152
dt729,1928-11-27,"New York, New York",40.7127281,-74.0060152
dt730,1928-11-28,"New York, New York",40.7127281,-74.0060152
dt731,1928-11-29,"New York, New York",40.7127281,-74.0060152
dt732,1928-11-30,"New York, New York",40.7127281,-74.0060152
dt733,1928-12-02,"New York, New York",40.7127281,-74.0060152
dt734,1928-12-03,"New York, New York",40.7127281,-74.0060152
dt735,1928-12-04,"New York, New York",40.7127281,-74.0060152
dt736,1928-12-05,"New York, New York",40.7127281,-74.0060152
dt737,1928-12-06,"New York, New York",40.7127281,-74.0060152
dt738,1928-12-07,"New York, New York",40.7127281,-74.0060152
dt739,1928-12-09,"New York, New York",40.7127281,-74.0060152
dt740,1928-12-10,"New York, New York",40.7127281,-74.0060152
dt741,1928-12-11,"New York, New York",40.7127281,-74.0060152
dt742,1928-12-12,"New York, New York",40.7127281,-74.0060152
dt743,1928-12-13,"New York, New York",40.7127281,-74.0060152
dt744,1928-12-14,"New York, New York",40.7127281,-74.0060152
dt745,1928-12-16,"New York, New York",40.7127281,-74.0060152
dt746,1928-12-17,"New York, New York",40.7127281,-74.0060152
dt747,1928-12-18,"New York, New York",40.7127281,-74.0060152
dt748,1928-12-19,"New York, New York",40.7127281,-74.0060152
dt749,1928-12-20,"New York, New York",40.7127281,-74.0060152
dt750,1928-12-21,"New York, New York",40.7127281,-74.0060152
dt751,1928-12-23,"New York, New York",40.7127281,-74.0060152
dt752,1928-12-24,"New York, New York",40.7127281,-74.0060152
dt753,1928-12-25,"New York, New York",40.7127281,-74.0060152
dt754,1928-12-26,"New York, New York",40.7127281,-74.0060152
dt755,1928-12-27,"New York, New York",40.7127281,-74.0060152
dt756,1928-12-28,"New York, New York",40.7127281,-74.0060152
dt757,1928-12-30,"New York, New York",40.7127281,-74.0060152
dt758,1928-12-31,"New York, New York",40.7127281,-74.0060152
dt759,1929-01-01,"New York, New York",40.7127281,-74.0060152
dt760,1929-01-02,"New York, New York",40.7127281,-74.0060152
dt761,1929-01-03,"New York, New York",40.7127281,-74.0060152
dt762,1929-01-04,"New York, New York",40.7127281,-74.0060152
dt763,1929-01-06,"New York, New York",40.7127281,-74.0060152
dt764,1929-01-07,"New York, New York",40.7127281,-74.0060152
dt765,1929-01-08,"New York, New York",40.7127281,-74.0060152
dt766,1929-01-09,"New York, New York",40.7127281,-74.0060152
dt767,1929-01-10,"New York, New York",40.7127281,-74.0060152
dt768,1929-01-11,"New York, New York",40.7127281,-74.0060152
dt769,1929-01-13,"New York, New York",40.7127281,-74.0060152
dt770,1929-01-14,"New York, New York",40.7127281,-74.0060152
dt771,1929-01-15,"New York, New York",40.7127281,-74.0060152
dt772,1929-01-16,"New York, New York",40.7127281,-74.0060152
dt773,1929-01-17,"New York, New York",40.7127281,-74.0060152
dt774,1929-01-18,"New York, New York",40.7127281,-74.0060152
dt775,1929-01-20,"New York, New York",40.7127281,-74.0060152
dt776,1929-01-21,"New York, New York",40.7127281,-74.0060152
dt777,1929-01-22,"New York, New York",40.7127281,-74.0060152
dt778,1929-01-23,"New York, New York",40.7127281,-74.0060152
dt779,1929-01-24,"New York, New York",40.7127281,-74.0060152
dt780,1929-01-25,"New York, New York",40.7127281,-74.0060152
dt781,1929-01-27,"New York, New York",40.7127281,-74.0060152
dt782,1929-01-28,"New York, New York",40.7127281,-74.0060152
dt783,1929-01-29,"New York, New York",40.7127281,-74.0060152
dt784,1929-01-30,"New York, New York",40.7127281,-74.0060152
dt785,1929-01-31,"New York, New York",40.7127281,-74.0060152
dt786,1929-02-01,"New York, New York",40.7127281,-74.0060152
dt787,1929-02-03,"New York, New York",40.7127281,-74.0060152
dt788,1929-02-04,"New York, New York",40.7127281,-74.0060152
dt789,1929-02-05,"New York, New York",40.7127281,-74.0060152
dt790,1929-02-06,"New York, New York",40.7127281,-74.0060152
dt791,1929-02-07,"New York, New York",40.7127281,-74.0060152
dt792,1929-02-08,"New York, New York",40.7127281,-74.0060152
dt793,1929-02-10,"New York, New York",40.7127281,-74.0060152
dt794,1929-02-11,"New York, New York",40.7127281,-74.0060152
dt795,1929-02-12,"New York, New York",40.7127281,-74.0060152
dt796,1929-02-13,"New York, New York",40.7127281,-74.0060152
dt797,1929-02-14,"New York, New York",40.7127281,-74.0060152
dt798,1929-02-15,"New York, New York",40.7127281,-74.0060152
dt799,1929-02-17,"New York, New York",40.7127281,-74.0060152
dt800,1929-02-18,"New York, New York",40.7127281,-74.0060152
dt801,1929-02-19,"New York, New York",40.7127281,-74.0060152
dt802,1929-02-20,"New York, New York",40.7127281,-74.0060152
dt803,1929-02-21,"New York, New York",40.7127281,-74.0060152
dt804,1929-02-22,"New York, New York",40.7127281,-74.0060152
dt805,1929-02-24,"New York, New York",40.7127281,-74.0060152
dt806,1929-02-25,"New York, New York",40.7127281,-74.0060152
dt807,1929-02-26,"New York, New York",40.7127281,-74.0060152
dt808,1929-02-27,"New York, New York",40.7127281,-74.0060152
dt809,1929-02-28,"New York, New York",40.7127281,-74.0060152
dt810,1929-03-01,"New York, New York",40.7127281,-74.0060152
dt811,1929-03-03,"New York, New York",40.7127281,-74.0060152
dt812,1929-03-04,"New York, New York",40.7127281,-74.0060152
dt813,1929-03-05,"New York, New York",40.7127281,-74.0060152
dt814,1929-03-06,"New York, New York",40.7127281,-74.0060152
dt815,1929-03-07,"New York, New York",40.7127281,-74.0060152
dt816,1929-03-08,"New York, New York",40.7127281,-74.0060152
dt817,1929-03-10,"New York, New York",40.7127281,-74.0060152
dt818,1929-03-11,"New York, New York",40.7127281,-74.0060152
dt819,1929-03-12,"New York, New York",40.7127281,-74.0060152
dt820,1929-03-13,"New York, New York",40.7127281,-74.0060152
dt821,1929-03-14,"New York, New York",40.7127281,-74.0060152
dt822,1929-03-15,"New York, New York",40.7127281,-74.0060152
dt823,1929-03-17,"New York, New York",40.7127281,-74.0060152
dt824,1929-03-18,"New York, New York",40.7127281,-74.0060152
dt825,1929-03-19,"New York, New York",40.7127281,-74.0060152
dt826,1929-03-20,"New York, New York",40.7127281,-74.0060152
dt827,1929-03-21,"New York, New York",40.7127281,-74.0060152
dt828,1929-03-22,"New York, New York",40.7127281,-74.0060152
dt829,1929-03-24,"New York, New York",40.7127281,-74.0060152
dt830,1929-03-25,"New York, New York",40.7127281,-74.0060152
dt831,1929-03-26,"New York, New York",40.7127281,-74.0060152
dt832,1929-03-27,"New York, New York",40.7127281,-74.0060152
dt833,1929-03-28,"New York, New York",40.7127281,-74.0060152
dt834,1929-03-29,"New York, New York",40.7127281,-74.0060152
dt835,1929-03-31,"New York, New York",40.7127281,-74.0060152
dt836,1929-04-01,"New York, New York",40.7127281,-74.0060152
dt837,1929-04-02,"New York, New York",40.7127281,-74.0060152
dt838,1929-04-03,"New York, New York",40.7127281,-74.0060152
dt839,1929-04-04,"New York, New York",40.7127281,-74.0060152
dt840,1929-04-05,"New York, New York",40.7127281,-74.0060152
dt841,1929-04-07,"New York, New York",40.7127281,-74.0060152
dt842,1929-04-08,"New York, New York",40.7127281,-74.0060152
dt843,1929-04-09,"New York, New York",40.7127281,-74.0060152
dt844,1929-04-10,"New York, New York",40.7127281,-74.0060152
dt845,1929-04-11,"New York, New York",40.7127281,-74.0060152
dt846,1929-04-12,"New York, New York",40.7127281,-74.0060152
dt847,1929-04-14,"Boston, Massachusetts",42.3554334,-71.060511
dt848,1929-04-15,"Boston, Massachusetts",42.3554334,-71.060511
dt849,1929-04-16,"Boston, Massachusetts",42.3554334,-71.060511
dt850,1929-04-17,"Boston, Massachusetts",42.3554334,-71.060511
dt851,1929-04-18,"Boston, Massachusetts",42.3554334,-71.060511
dt852,1929-04-19,"Boston, Massachusetts",42.3554334,-71.060511
dt853,1929-04-21,"Boston, Massachusetts",42.3554334,-71.060511
dt854,1929-04-22,"Boston, Massachusetts",42.3554334,-71.060511
dt855,1929-04-23,"Boston, Massachusetts",42.3554334,-71.060511
dt856,1929-04-24,"Boston, Massachusetts",42.3554334,-71.060511
dt857,1929-04-25,"Boston, Massachusetts",42.3554334,-71.060511
dt858,1929-04-26,"Boston, Massachusetts",42.3554334,-71.060511
dt859,1929-04-28,"Boston, Massachusetts",42.3554334,-71.060511
dt860,1929-04-29,"Boston, Massachusetts",42.3554334,-71.060511
dt861,1929-04-30,"Boston, Massachusetts",42.3554334,-71.060511
dt862,1929-05-01,"Boston, Massachusetts",42.3554334,-71.060511
dt863,1929-05-02,"Boston, Massachusetts",42.3554334,-71.060511
dt864,1929-05-03,"Boston, Massachusetts",42.3554334,-71.060511
dt865,1929-05-05,"New York, New York",40.7127281,-74.0060152
dt866,1929-05-06,"Philadelphia, Pennsylvania",39.9527237,-75.1635262
dt867,1929-05-07,"Philadelphia, Pennsylvania",39.9527237,-75.1635262
dt868,1929-05-08,"Philadelphia, Pennsylvania",39.9527237,-75.1635262
dt869,1929-05-09,"Philadelphia, Pennsylvania",39.9527237,-75.1635262
dt870,1929-05-10,"Philadelphia, Pennsylvania",39.9527237,-75.1635262
dt871,1929-05-12,"Philadelphia, Pennsylvania",39.9527237,-75.1635262
dt872,1929-05-13,"Philadelphia, Pennsylvania",39.9527237,-75.1635262
dt873,1929-05-14,"Philadelphia, Pennsylvania",39.9527237,-75.1635262
dt874,1929-05-15,"Philadelphia, Pennsylvania",39.9527237,-75.1635262
dt875,1929-05-16,"Philadelphia, Pennsylvania",39.9527237,-75.1635262
dt876,1929-05-17,"Philadelphia, Pennsylvania",39.9527237,-75.1635262
dt877,1929-05-19,"Toledo, Ohio",41.6529143,-83.5378173
dt878,1929-05-20,"Detroit, Michigan",42.3315509,-83.0466403
dt879,1929-05-21,"Detroit, Michigan",42.3315509,-83.0466403
dt880,1929-05-22,"Detroit, Michigan",42.3315509,-83.0466403
dt881,1929-05-23,"Detroit, Michigan",42.3315509,-83.0466403
dt882,1929-05-24,"Detroit, Michigan",42.3315509,-83.0466403
dt883,1929-05-26,"Pittsburgh, Pennsylvania",40.4416941,-79.9900861
dt884,1929-05-27,"Pittsburgh, Pennsylvania",40.4416941,-79.9900861
dt885,1929-05-28,"Pittsburgh, Pennsylvania",40.4416941,-79.9900861
dt886,1929-05-29,"Pittsburgh, Pennsylvania",40.4416941,-79.9900861
dt887,1929-05-30,"Pittsburgh, Pennsylvania",40.4416941,-79.9900861
dt888,1929-05-31,"Pittsburgh, Pennsylvania",40.4416941,-79.9900861
dt889,1929-06-02,"Amarillo, Texas",35.20729,-101.8371192
dt890,1929-06-03,"Beverly Hills, California",34.0696501,-118.3963062
dt891,1929-06-04,"Beverly Hills, California",34.0696501,-118.3963062
dt892,1929-06-05,"Beverly Hills, California",34.0696501,-118.3963062
dt893,1929-06-06,"Beverly Hills, California",34.0696501,-118.3963062
dt894,1929-06-07,"Beverly Hills, California",34.0696501,-118.3963062
dt895,1929-06-09,"Beverly Hills, California",34.0696501,-118.3963062
dt896,1929-06-10,"Beverly Hills, California",34.0696501,-118.3963062
dt897,1929-06-11,"Beverly Hills, California",34.0696501,-118.3963062
dt898,1929-06-12,"Beverly Hills, California",34.0696501,-118.3963062
dt899,1929-06-13,"Beverly Hills, California",34.0696501,-118.3963062
dt900,1929-06-14,"Beverly Hills, California",34.0696501,-118.3963062
dt901,1929-06-16,"Santa Monica, California",34.0194704,-118.491227
dt902,1929-06-17,"Beverly Hills, California",34.0696501,-118.3963062
dt903,1929-06-18,"Beverly Hills, California",34.0696501,-118.3963062
dt904,1929-06-19,"Beverly Hills, California",34.0696501,-118.3963062
dt905,1929-06-20,"Santa Monica, California",34.0194704,-118.491227
dt906,1929-06-21,"Beverly Hills, California",34.0696501,-118.3963062
dt907,1929-06-23,"Santa Monica, California",34.0194704,-118.491227
dt908,1929-06-24,"Santa Monica, California",34.0194704,-118.491227
dt909,1929-06-25,"Beverly Hills, California",34.0696501,-118.3963062
dt910,1929-06-26,"Beverly Hills, California",34.0696501,-118.3963062
dt911,1929-06-27,"Beverly Hills, California",34.0696501,-118.3963062
dt912,1929-06-28,"Beverly Hills, California",34.0696501,-118.3963062
dt913,1929-06-30,"Hollywood, Los Angeles, California",34.0980031,-118.329523
dt914,1929-07-01,"Beverly Hills, California",34.0696501,-118.3963062
dt915,1929-07-02,"Beverly Hills, California",34.0696501,-118.3963062
dt916,1929-07-03,"Beverly Hills, California",34.0696501,-118.3963062
dt917,1929-07-04,"Santa Monica, California",34.0194704,-118.491227
dt918,1929-07-05,"Beverly Hills, California",34.0696501,-118.3963062
dt919,1929-07-07,"Los Angeles, California",34.0536909,-118.242766
dt920,1929-07-08,"Beverly Hills, California",34.0696501,-118.3963062
dt921,1929-07-09,"Beverly Hills, California",34.0696501,-118.3963062
dt922,1929-07-10,"Beverly Hills, California",34.0696501,-118.3963062
dt923,1929-07-11,"Beverly Hills, California",34.0696501,-118.3963062
dt924,1929-07-12,"Beverly Hills, California",34.0696501,-118.3963062
dt925,1929-07-14,"Santa Monica, California",34.0194704,-118.491227
dt926,1929-07-15,"Beverly Hills, California",34.0696501,-118.3963062
dt927,1929-07-16,"Beverly Hills, California",34.0696501,-118.3963062
dt928,1929-07-17,"Beverly Hills, California",34.0696501,-118.3963062
dt929,1929-07-18,"Beverly Hills, California",34.0696501,-118.3963062
dt930,1929-07-19,"Beverly Hills, California",34.0696501,-118.3963062
dt931,1929-07-21,"Santa Monica, California",34.0194704,-118.491227
dt932,1929-07-22,"Los Angeles, California",34.0536909,-118.242766
dt933,1929-07-23,"Beverly Hills, California",34.0696501,-118.3963062
dt934,1929-07-24,"Beverly Hills, California",34.0696501,-118.3963062
dt935,1929-07-25,"Beverly Hills, California",34.0696501,-118.3963062
dt936,1929-07-26,"Beverly Hills, California",34.0696501,-118.3963062
dt937,1929-07-28,"Santa Monica, California",34.0194704,-118.491227
dt938,1929-07-29,"Beverly Hills, California",34.0696501,-118.3963062
dt939,1929-07-30,"Beverly Hills, California",34.0696501,-118.3963062
dt940,1929-07-31,"Beverly Hills, California",34.0696501,-118.3963062
dt941,1929-08-01,"Beverly Hills, California",34.0696501,-118.3963062
dt942,1929-08-02,"Beverly Hills, California",34.0696501,-118.3963062
dt943,1929-08-04,"Santa Monica, California",34.0194704,-118.491227
dt944,1929-08-05,"Beverly Hills, California",34.0696501,-118.3963062
dt945,1929-08-06,"Beverly Hills, California",34.0696501,-118.3963062
dt946,1929-08-07,"Beverly Hills, California",34.0696501,-118.3963062
dt947,1929-08-08,"Beverly Hills, California",34.0696501,-118.3963062
dt948,1929-08-09,"Beverly Hills, California",34.0696501,-118.3963062
dt949,1929-08-11,"Beverly Hills, California",34.0696501,-118.3963062
dt950,1929-08-12,"Beverly Hills, California",34.0696501,-118.3963062
dt951,1929-08-13,"Beverly Hills, California",34.0696501,-118.3963062
dt952,1929-08-14,"Santa Monica, California",34.0194704,-118.491227
dt953,1929-08-15,"Santa Barbara, California",34.4221319,-119.702667
dt954,1929-08-16,"Beverly Hills, California",34.0696501,-118.3963062
dt955,1929-08-18,"Hollywood, Los Angeles, California",34.0980031,-118.329523
dt956,1929-08-19,"Beverly Hills, California",34.0696501,-118.3963062
dt957,1929-08-20,"Beverly Hills, California",34.0696501,-118.3963062
dt958,1929-08-21,"Beverly Hills, California",34.0696501,-118.3963062
dt959,1929-08-22,"Beverly Hills, California",34.0696501,-118.3963062
dt960,1929-08-23,"Santa Monica, California",34.0194704,-118.491227
dt961,1929-08-25,"Santa Monica, California",34.0194704,-118.491227
dt962,1929-08-26,"Beverly Hills, California",34.0696501,-118.3963062
dt963,1929-08-27,"Beverly Hills, California",34.0696501,-118.3963062
dt964,1929-08-28,"Beverly Hills, California",34.0696501,-118.3963062
dt965,1929-08-29,"Santa Monica, California",34.0194704,-118.491227
dt966,1929-08-30,"Beverly Hills, California",34.0696501,-118.3963062
dt967,1929-09-01,"Beverly Hills, California",34.0696501,-118.3963062
dt968,1929-09-02,"Santa Monica, California",34.0194704,-118.491227
dt969,1929-09-03,"Beverly Hills, California",34.0696501,-118.3963062
dt970,1929-09-04,"Beverly Hills, California",34.0696501,-118.3963062
dt971,1929-09-05,"Beverly Hills, California",34.0696501,-118.3963062
dt972,1929-09-06,"Beverly Hills, California",34.0696501,-118.3963062
dt973,1929-09-08,"Santa Monica, California",34.0194704,-118.491227
dt974,1929-09-09,"Santa Monica, California",34.0194704,-118.491227
dt975,1929-09-10,"Beverly Hills, California",34.0696501,-118.3963062
dt976,1929-09-11,"Beverly Hills, California",34.0696501,-118.3963062
dt977,1929-09-12,"Santa Monica, California",34.0194704,-118.491227
dt978,1929-09-13,"Santa Monica, California",34.0194704,-118.491227
dt979,1929-09-15,"Santa Monica, California",34.0194704,-118.491227
dt980,1929-09-16,"Beverly Hills, California",34.0696501,-118.3963062
dt981,1929-09-17,"Wichita, Kansas",37.6922361,-97.3375448
dt982,1929-09-18,"Claremore, Oklahoma",36.3126005,-95.6160686
dt983,1929-09-19,"Oologah, Oklahoma",36.4470387,-95.7083151
dt984,1929-09-20,"Claremore, Oklahoma",36.3126005,-95.6160686
dt985,1929-09-22,"El Reno, Oklahoma",35.532198,-97.9550578
dt986,1929-09-23,"Amarillo, Texas",35.20729,-101.8371192
dt987,1929-09-24,"Cimarron, New Mexico",36.5110288,-104.915592
dt988,1929-09-25,"Cimarron, New Mexico",36.5110288,-104.915592
dt989,1929-09-26,"Kingman, Arizona",35.189443,-114.0530065
dt990,1929-09-27,"Beverly Hills, California",34.0696501,-118.3963062
dt991,1929-09-29,"Beverly Hills, California",34.0696501,-118.3963062
dt992,1929-09-30,"Beverly Hills, California",34.0696501,-118.3963062
dt993,1929-10-01,"Hollywood, Los Angeles, California",34.0980031,-118.329523
dt994,1929-10-02,"Beverly Hills, California",34.0696501,-118.3963062
dt995,1929-10-03,"Beverly Hills, California",34.0696501,-118.3963062
dt996,1929-10-04,"Beverly Hills, California",34.0696501,-118.3963062
dt997,1929-10-06,"Beverly Hills, California",34.0696501,-118.3963062
dt998,1929-10-07,"Santa Monica, California",34.0194704,-118.491227
dt999,1929-10-08,"Hollywood, Los Angeles, California",34.0980031,-118.329523
dt1000,1929-10-09,"Beverly Hills, California",34.0696501,-118.3963062
dt1001,1929-10-10,"Beverly Hills, California",34.0696501,-118.3963062
dt1002,1929-10-11,"Beverly Hills, California",34.0696501,-118.3963062
dt1003,1929-10-13,"Beverly Hills, California",34.0696501,-118.3963062
dt1004,1929-10-14,"Beverly Hills, California",34.0696501,-118.3963062
dt1005,1929-10-15,"Beverly Hills, California",34.0696501,-118.3963062
dt1006,1929-10-16,"Santa Monica, California",34.0194704,-118.491227
dt1007,1929-10-17,"Beverly Hills, California",34.0696501,-118.3963062
dt1008,1929-10-18,"Beverly Hills, California",34.0696501,-118.3963062
dt1009,1929-10-20,"Chicago, Illinois",41.8755616,-87.6244212
dt1010,1929-10-21,"Detroit, Michigan",42.3315509,-83.0466403
dt1011,1929-10-22,"New York, New York",40.7127281,-74.0060152
dt1012,1929-10-23,"New York, New York",40.7127281,-74.0060152
dt1013,1929-10-24,"New York, New York",40.7127281,-74.0060152
dt1014,1929-10-25,"Waynoka, Oklahoma",36.5822557,-98.8798145
dt1015,1929-10-27,"Santa Monica, California",34.0194704,-118.491227
dt1016,1929-10-28,"Hollywood, Los Angeles, California",34.0980031,-118.329523
dt1017,1929-10-29,"Beverly Hills, California",34.0696501,-118.3963062
dt1018,1929-10-30,"Hollywood, Los Angeles, California",34.0980031,-118.329523
dt1019,1929-10-31,"Los Angeles, California",34.0536909,-118.242766
dt1020,1929-11-01,"Beverly Hills, California",34.0696501,-118.3963062
dt1021,1929-11-03,"Beverly Hills, California",34.0696501,-118.3963062
dt1022,1929-11-04,"Beverly Hills, California",34.0696501,-118.3963062
dt1023,1929-11-05,"Beverly Hills, California",34.0696501,-118.3963062
dt1024,1929-11-06,"Beverly Hills, California",34.0696501,-118.3963062
dt1025,1929-11-07,"Beverly Hills, California",34.0696501,-118.3963062
dt1026,1929-11-08,"Hollywood, Los Angeles, California",34.0980031,-118.329523
dt1027,1929-11-10,"Beverly Hills, California",34.0696501,-118.3963062
dt1028,1929-11-11,"Hollywood, Los Angeles, California",34.0980031,-118.329523
dt1029,1929-11-12,"Beverly Hills, California",34.0696501,-118.3963062
dt1030,1929-11-13,"Beverly Hills, California",34.0696501,-118.3963062
dt1031,1929-11-14,"Beverly Hills, California",34.0696501,-118.3963062
dt1032,1929-11-15,"Beverly Hills, California",34.0696501,-118.3963062
dt1033,1929-11-17,"Hollywood, Los Angeles, California",34.0980031,-118.329523
dt1034,1929-11-18,"Beverly Hills, California",34.0696501,-118.3963062
dt1035,1929-11-19,"Beverly Hills, California",34.0696501,-118.3963062
dt1036,1929-11-20,"Beverly Hills, California",34.0696501,-118.3963062
dt1037,1929-11-21,"Beverly Hills, California",34.0696501,-118.3963062
dt1038,1929-11-22,"Beverly Hills, California",34.0696501,-118.3963062
dt1039,1929-11-24,"Calexico, California",32.6668134,-115.4963754
dt1040,1929-11-25,"Calexico, California",32.6668134,-115.4963754
dt1041,1929-11-26,"Beverly Hills, California",34.0696501,-118.3963062
dt1042,1929-11-27,"Beverly Hills, California",34.0696501,-118.3963062
dt1043,1929-11-28,"Santa Monica, California",34.0194704,-118.491227
dt1044,1929-11-29,"Beverly Hills, California",34.0696501,-118.3963062
dt1045,1929-12-01,"Beverly Hills, California",34.0696501,-118.3963062
dt1046,1929-12-02,"Beverly Hills, California",34.0696501,-118.3963062
dt1047,1929-12-03,"Beverly Hills, California",34.0696501,-118.3963062
dt1048,1929-12-04,"Beverly Hills, California",34.0696501,-118.3963062
dt1049,1929-12-05,"Beverly Hills, California",34.0696501,-118.3963062
dt1050,1929-12-06,"Beverly Hills, California",34.0696501,-118.3963062
dt1051,1929-12-08,"Beverly Hills, California",34.0696501,-118.3963062
dt1052,1929-12-09,"Beverly Hills, California",34.0696501,-118.3963062
dt1053,1929-12-10,"Beverly Hills, California",34.0696501,-118.3963062
dt1054,1929-12-11,"Beverly Hills, California",34.0696501,-118.3963062
dt1055,1929-12-12,"Beverly Hills, California",34.0696501,-118.3963062
dt1056,1929-12-13,"Beverly Hills, California",34.0696501,-118.3963062
dt1057,1929-12-15,"Beverly Hills, California",34.0696501,-118.3963062
dt1058,1929-12-16,"Beverly Hills, California",34.0696501,-118.3963062
dt1059,1929-12-17,"Beverly Hills, California",34.0696501,-118.3963062
dt1060,1929-12-18,"Beverly Hills, California",34.0696501,-118.3963062
dt1061,1929-12-19,"Beverly Hills, California",34.0696501,-118.3963062
dt1062,1929-12-20,"Beverly Hills, California",34.0696501,-118.3963062
dt1063,1929-12-22,"Beverly Hills, California",34.0696501,-118.3963062
dt1064,1929-12-23,"Beverly Hills, California",34.0696501,-118.3963062
dt1065,1929-12-24,"Beverly Hills, California",34.0696501,-118.3963062
dt1066,1929-12-25,"Beverly Hills, California",34.0696501,-118.3963062
dt1067,1929-12-26,"Beverly Hills, California",34.0696501,-118.3963062
dt1068,1929-12-27,"Beverly Hills, California",34.0696501,-118.3963062
dt1069,1929-12-29,"Beverly Hills, California",34.0696501,-118.3963062
dt1070,1929-12-30,"Beverly Hills, California",34.0696501,-118.3963062
dt1071,1929-12-31,"Beverly Hills, California",34.0696501,-118.3963062
dt1072,1930-01-01,"Beverly Hills, California",34.0696501,-118.3963062
dt1073,1930-01-02,"Beverly Hills, California",34.0696501,-118.3963062
dt1074,1930-01-03,"Beverly Hills, California",34.0696501,-118.3963062
dt1075,1930-01-05,"Beverly Hills, California",34.0696501,-118.3963062
dt1076,1930-01-06,"Beverly Hills, California",34.0696501,-118.3963062
dt1077,1930-01-07,"Winslow, Arizona",35.0241984,-110.6973463
dt1078,1930-01-08,"Newton, Kansas",38.0469166,-97.3447244
dt1079,1930-01-09,"Toledo, Ohio",41.6529143,-83.5378173
dt1080,1930-01-10,"New York, New York",40.7127281,-74.0060152
dt1081,1930-01-12,Atlantic Ocean,13.581921,-38.320312
dt1082,1930-01-13,Atlantic Ocean,13.581921,-38.320312
dt1083,1930-01-14,Atlantic Ocean,13.581921,-38.320312
dt1084,1930-01-15,Atlantic Ocean,13.581921,-38.320312
dt1085,1930-01-16,"London, England",51.5156177,-0.0919983
dt1086,1930-01-17,"London, England",51.5156177,-0.0919983
dt1087,1930-01-19,"London, England",51.5156177,-0.0919983
dt1088,1930-01-20,"London, England",51.5156177,-0.0919983
dt1089,1930-01-21,"London, England",51.5156177,-0.0919983
dt1090,1930-01-22,"London, England",51.5156177,-0.0919983
dt1091,1930-01-23,"London, England",51.5156177,-0.0919983
dt1092,1930-01-24,"London, England",51.5156177,-0.0919983
dt1093,1930-01-26,"London, England",51.5156177,-0.0919983
dt1094,1930-01-27,"London, England",51.5156177,-0.0919983
dt1095,1930-01-28,"London, England",51.5156177,-0.0919983
dt1096,1930-01-29,"London, England",51.5156177,-0.0919983
dt1097,1930-01-30,"London, England",51.5156177,-0.0919983
dt1098,1930-01-31,Atlantic Ocean,13.581921,-38.320312
dt1099,1930-02-02,Atlantic Ocean,13.581921,-38.320312
dt1100,1930-02-03,Atlantic Ocean,13.581921,-38.320312
dt1101,1930-02-04,Atlantic Ocean,13.581921,-38.320312
